Zahlungsregelung, Zahlungsvereinbarung;payments arrangement
zur Zeit gültige Bestimmungen;provisions for the time being
fähig, tüchtig;able
sorgfältige Verpackung;careful packing
altes Zeug;junk
aufnahmefähiger Markt;broad market
Gerücht;rumour
kann nominieren;may noiminate
Himmelsschreiben;skywriting
Amtsdauer;term of office
Annahme des Angebots;acceptance of offer
einmal im Monat;once a month
Sie können persönlich auftreten, erscheinen;you may appear in person
ungesichertes Darlehen;unsecured loan
im Auftrag von;on behalf of
Unfallanzeige;notice of accident
soweit der Kontext nicht verlangt;unless the context requires
Übersetzer;translator
Kontokorrenteinlagen;deposits on current account
Auskunftsbüro;inquiry office
Notruf;emergency call
der Ansicht sein, dass;to consider that
Kiosk;kiosk
Kredit mit kurzer Laufzeit;short-term credit
von einem Inkassoauftrag;by a collection order
von den Umständen gezwungen;from force of circumstances
Sparbuch;savings book
Bewusstseinstraining;sensitivity training
den Kunden zum Kauf veranlassen;to induce the customer to order
Tageskurs;quotation of the day
Markt für mündelsichere Papiere;gilt-edged market
eine Versammlung einberufen;to call a meeting
Agrarmarkt;farm products market
Makler für Investitionen;investment broker
Steuertabelle;tax table
das Eigentum geht sofort über;the property passes at once
Stichprobenverfahren durch Tätigkeitsauswahl;work sampling
unkündbar;not subject to call
Leibrente;life annuity
gezeichnetes Kapital;subscribed capital
Hochsee, offene See;high seas
zollfreier Bereich, Freihandelszone;free zone
Nachweis der Indität;proof of identity
Muster auf Verlangen zusenden;to send samples on request
eine Sache dem Schiedsgericht unterbreiten;to refer a matter to arbitration
Orderwechsel;order bill
Schlichtungsgesuch;a request for settlement by amicable arrangement
Frachtkonferenz;shipping conference
unerlaubte Handlung;unlawful act
Überalterung;excess of age
Kosten;charges
Bundeshaushalt;federal government budget
Nettowert, Eigenkapital;net worth
Wachstum;growth
ein Beispiel hierfür ist;an example is
Kurszettel;rate sheet
gewährte Frist, Zeitnorm, Vorgabezeit, Akkordzeit, zulässige Zeit, vorgesehene Zeit, zugelassene Zeit, vorgegebene Zeit, zugestandene Zeit;allowed time
beidhändig, geschickt in beiden Händen;bi-manual
persönliche Einkünfte, persönliches Interview;personal earnings
Eisenbahngesellschaft;railroad company
Klemme, zwingen;squeeze
geldlich;monetary
Formen der Anrede;forms of address
Pilot;pilot
Dezimalsystem;decimal system
Akzeptleistung vornehmen;to effect acceptance
Arbeitsablaufplan;job schedule
fortlaufend, ununterbrochen;continuous
erwarteter Gewinnverlust bei Versicherungen;imaginary profit
verfallen;forfeit
Preis außerhalb der Saison;off-season price
gegenwärtige Schulden;owing debts
verbannen, Verbot;ban
Devisentermingeschäft;forward exchange dealing
wir werden wie vereinbart zahlen;we will pay as stipulated
Vorarbeiterin;forelady
zu-Hause-Leser;readers at home
Abspielen;play-back
Faktorenvergleich;factor comparison
Verlust der Ladung;loss of cargo
ein Konto eröffnen;open an account
Grunddienstbarkeit;easement
Erlös abtreten;to assign proceeds
Unterdrückung;suppression
Schlachthof;abattoir
audiovisuelle Werbung;audio-visual advertising
Potential, potentiell;potential
Protesturkunde;note of protest
etwas eintragen;record sth
die Adresse der Bank;the address of the bank
Lebensunterhalt;subsistence
eine Lizenz erhalten;obtain a licence
Aufhebung, Suspensierung;suspension
Ansehen;standing
Verwahrungsvertrag;contract of safe custody
genau festgelegte Menge, bestimmte Menge;specified amount
Deckungsbestätigung;cover note
Altersfreibetrag;old age exemption
nach Weisungen verfahren;to act upon instructions
Auftragsbestand;goods on order
Verbraucherschaft;consuming public
zuteilen, zuweisen;allocate
Eintrittslohn, Anfangslohn;starting rate of pay
Bankrott, Zahlungseinstellung;bankruptcy
Wirtschaftssachverständiger;economic expert
von mittlerer Größe;middle-sized
Münze;mint
Änderungen der technischen Verfahrensweisen, technische Veränderungen;technological changes
Nachfrage und Angebot;demand and supply
kapitalintensiv;capital-intensive
Spaltung der Preise;discrimination in price
Tilgung einer Schuld;satisfaction of a debt
Verladung;loading of goods
Lombardsatz;lending rate
bis der Wechsel fällig wird;until the bill matures
Kapitalanlageabteilung;investment department
Internationale Handelskammer;International Chamber of Commerce
Kaufbereitschaft;disposition to buy
ähnliche Dokumente;similar documents
Devisenmarkt;exchange market
abwesend;absent
Leitung einer Firma;direction of a company
zulässig;admissible
Tag des Inkrafttretens;in force on
Büroleiter;office manager
Vordruck;printed form
Altersgrenze, Pensionsalter;pensionable age
mit Telex erteilter Auftrag;order by telex
sich vorbehalten;reserved to himself
Schlechtwetterversicherung;rain insurance
stark angeboten;freely offered
bei Abschluss des Kaufvertrags;at the time of the contract of sale
die Fracht für die Beförderung;the freight for the carriage of the goods
Einzelhandelskette;retail store chain
sich zurückziehen von;back out of
besteuern, Steuer;tax
unter falschem Namen;under a false name
Markt, Marktplatz;market place
üblich für die Beladung;usual for loading
pessimistische Zeit;pessimistic time
Erlass einer Schuld;release of a debt
Goldangebot;gold supply
Diebstahlausschlussklausel;theft exclusion clause
Abholgroßhändler;cash-and-carry wholesaler
neue Ausgabe;new edition
zu solchen Bedingungen;on such terms
Akkordzettel;job sheet
Durchschnittsalter;mean age
eingeschränktes oder unverbindliches Indossament;qualified endorsement
Stammaktionär;ordinary shareholder
etwaige Unstimmigkeiten in den Dokumenten;any discrepanies in the documents
Stückpreis;piecework price
Rangreihenmethode;ranking method
nicht beansprucht, nicht geltend gemacht;unclaimed
in den Bestimmungen vorgesehen;prescribed in the regulations
begebbares Papier;negotiable document
in übertragbarer Weise;in a transferable form
Terminabschluss;forward contract
Werbeeffekt;advertising effect
Fracht entladen;discharge cargo
Stückpreis;unit price
Verzeichnis der Mitglieder;index of members
wegen solcher Nichtannahme;because of such failure to take delivery
Portosatz;postage rate
Entfremdungskoeffizient;alientation coefficient
Bankscheck;bank cheque
hochleistungsfähig;high-duty
noch nicht abgehobene Dividenden;dividends not yet collected
außergewöhnliche Umstände;extraordinary circumstances
Unternehmer;entrepreneur
die vorliegende Klausel;the present term
Durchschnittsstundenverdienst;average hourly earnings
Berufsbezeichnung, Stellenbezeichnung;job title
Blankoabtretung;transfer in blank
Rechnungsbetrag;amount of an invoice
enge Spanne;narrow margin
Tagesarbeit;daywork
Schiedsrichter;arbiter
Abwesenheitsrate;absence rate
über Bord werfen, Ware über Bord werfen;jettison
Prolongation eines Wechsels;extension of a B/L
Mitteilungen über elektronische Systeme;communication by electronic systems
aufgelaufene Kosten;accruals
Lehrvertrag;contract of apprenticeship
Photographie;photo
möglicher Käufer;potential buyer
Zahlungsanweisung;order to pay
wir werden unsere Aufträge verteilen;we will disperse our orders
Restbetrag;remaining amount
Sonderpreis;exceptional price
Landegebühren, Löschungskosten;landing charges
nichtdestoweniger;nevertheless
Bargeschäft;transaction for cash
besonderer Schutz;individual protection
ungeeignet;unfit
stillschweigend;tacit
Fabrikangestellter, Fabrikarbeiter;factory employee
Höchstwert;maximum
Unstimmigkeit;discrepancy
die Ware liefern;to supply the goods
Mindestauftragsgröße;minimum order
unbillig, unvernünftig, unangemessen, unverschämt;unreasonable
Vermietung;letting
Rechtsanwaltsgehilfe;articled clerk
Güterstrom;flow of goods
solche Verweisungen zu limitieren;to limit such references
selten;seldom
Restzeit, Leerlaufzeit;balance time
die abgezogenen Aufwendungen;the embursements deducted
nachträgliche Unmöglichkeit;subsequent frustration
übliche Bedingungen;unsual conditions
Bürokratie;bureaucracy
Tabakwarenhändler;tobacconist
Übernahme einer Schuld;assumption of an obligation
mangelnde Sorgfalt;want of care
Angelegenheit;affair
Anfang April;beginning of April
Kalenderjahr;calendar year, calender year
Abnutzungstest;wearout test
Typenbeschwänkung;limited variety
Gebührenermäßigung;reduction of fees
Zinsschein;interest voucher
Leistungsbewertung;performance evaluation
unten definierte Dokumente;documents as defined below
Sicherheitsfaktoren;factors of safety
schlechter Stapel;bad batch
die wesentlichen Bestimmungen;the essential provisions
aus dem sich ergibt, dass;indicating that
Alimente;alimony
gegen alle Verantwortlichkeiten;against all responsibilities
verantwortlich für deren Zahlung;responsible for their payment
besonders;specific
Misswirtschaft, schlechte Unternehmensführung;maladministration
Bundessteuer;federal tax
rückzahlbar;repayable
Notakzept;acceptance in case of need
einleitender Satz;opening paragraph
Finanzplatz;financial centre
Orderklausel;order clause
sich im Geschäft niederlassen;settle down in business
Ansturm auf die Bank;run on the bank
stellvertretender Leiter;acting manager
Liste der Mitglieder;register of members
Aufmerksamkeitserreger;attention getter
Büroangestellter;white-collar worker
knapp an Geld;short of money
Trödelmarkt;rag-fair
finanzielle Lage;financial conditions
Begleitpapiere;accompanying documents
Plazierung;placement
Preisentwicklung;trend of prices
Wareneingang;receipt of goods
Dienstleistungsgeschäft;servicing business
regelmäßige Versorgung sichern;this will ensure regular supplies of raw material
effektive Kaufkraft, reale Kaufkraft;real purchase power
Weisungen für die weitere Behandlung;instructions as to the further handling
Berufsberatung;vocational guidance
gegenüber der ersten Textseite;facing first editorial page
verringern;diminish
Empfehlung;recommendation
nicht einwandfreie Ware, fehlerhafte Ware;faulty goods
Lockerung des Kapitalmarktes;easing of the capital market
unbeständig;unsteady
Teilzahlung;payment in part
Staatsanleihe;government securities
aus einem anderen Grund;for some other reason
Vermerk der Registrierung;note of registration
Istbetrag;actual amount
Übertragung von Verantwortung;allocation of responsibility
in Klammern;in brackets
betrügerische Falschbuchung;fraudulent entry
umfassende Darstellung der Tatsachen;full statement of the facts
Mittagessen;luncheon
fällig, reif;mature
wagemutig, einsatzbereit;venturous
Steuerwohnsitz;fiscal domicile
Betriebsleiter, Werksleiter;factory manager
Katastrophengebiet;disaster area
mittlerer Preis, Durchschnittspreis;middle price
Gebiet;territory
Vermögensprüfung, Bedürftiskeitsnachweis;means test
Arbeitsplatz;workplace
ständiger Ausschuss;standing committee
empfohlen;recommended
irgendwelche Dokumente;any documents
Fehlbuchung, irrtümliche Buchung;erroneous entry
jemanden bestechen;buy sb. over
Standardisierung;standardization
beschwerlich;burdensome
Zusammenstoß auf hoher See;collision at sea
Stückzeit;job time
die Ware transportieren;bring the goods
falls im Namen des Verkäufers gezahlt;if paid on behalf of the seller
rückständige Zinsen;back interest
Wagnis, Unternehmen, Risiko;venture
natürliche Person;natural person
Zollpräferenzen;tariff preferences
Vorzugszoll;preferential duty
ausschließlich Mehrwertsteuer;exclusive of VAT
von der Stange;ready-made
Zollflughafen;airport of entry
sofortig, umgehend;promptly
Karteikarte;index card
befestigt, festgelegt;fixed
fälschen, Fälschung;counterfeit
wegwerfen;throw away
schwierig, schwer;heavy
Garantieschein;delcredere bond
Markt in Obligationen;bonds market
Unterschied;difference
Nebenkosten;costs incidental to sth.
Rolle des Schiedsrichters, des Vermittlers;task of arbitrator
die Wirtschaft als Ganzes, Gesamtwirtschaft;economy as a whole
betrügerische Erklärungen;fraudulent statements
nebenberufliche Tätigkeit, Teilzeitstellung;part-time job
Freilichttheater;open-air theatre
Umfang des Außenhandels;volume of foreign trade
veruntreuen;misappropriate
Export-Marketing;export marketing
Sendung, Kommission;consignment
Wucherpreis;exorbitant price
Kurszettel, Preisliste;price list
anzeigen, bezeichnen, andeuten;indicate
langfristige Verschuldung;long-term indebtedness
Kommunalanleihe;municipal loan
der Bezogene weigert sich zu zahlen;the drawee refuses to pay
finanziell unterstützt;financially supported
eine Versicherung abschließen;to cover insurance
eine hinzugefügte Klausel;a superimposed clause
Außenhandel;foreign trade
Produktgestaltung;product design
Weltwirtschaft;world economy
Geschäfte, geschäftliche Transaktionen;business dealings
hinausgeschobene Zahlung;deferred payment
lebhafte Eröffnung;active opening
Fälligkeitsdatum;maturity date
Zulass;admission
Notbehelf;makeshift
gegen Akzeptierung;against acceptance
Fachkenntnisse;technical knowledge
eine Sache gut bearbeiten, behandeln;to handle a case well
zahlende Bank;paying bank
gekoppelte Herstellungskosten;joint costs
Einwanderungsquote;immigration quota
Nostrokonto;nostro account
Sozialist;socialist
einen Vorschlag annehmen;accept a proposal
Handbuch, Leitfaden;handbook
Kontrolle, kontrollieren;control
Abteilungsleiter;department superintendent
Kenntnis der Abmessungen;knowledge of measurement
Verfälschung eines Dokuments;falsification of a document
plötzliche Zunahme;sudden increase
schwer arbeiten;to work hard
vorgezogener Ruhestand, vorzeitige Pensionierung;early retirement
linear;straight proportional
Hilfstruppen;auxiliary forces
Avis, Versandanzeige;advice note
gemischte Wirtschaftsform;mixed economy
versorgen;supply
hochwertige Ware;quality goods
Einziehung von Außenständen;collection of outstanding debts
bewahren, konservieren;preserve
Zölle;customs duties
Abtretung einer Forderung;assignment of a debt
zweitbest;second best
vom Frachtführer auferlegt;superimposed by the carrier
Summe;sum
die Ware für den Export freimachen;to clear the goods for export
Kosten;cost
den Lebenshaltungskosten angepasste Rente;indexed pension
Untreue, Vertrauensbruch;betrayal of confidence
Zurückhaltung einer Ware;detention
abandonnieren, aufgeben;abandon
Feldversuch;test run
Vertretung;representation
Berechnung der Gebühren, Berechnung der Kosten;calculation of charges
Lagerbestand;stock
Mindestgröße;minimum size
Schwindelbank;bogus bank
Kassierstelle;check-out point
Entwicklungskosten;development costs
Bevollmächtigter für ein Rechtsgeschäft;special agent
telegraphisch;telegraphic
Lohnpreisspirale;wage-price spiral
kurzfristige Verschuldung;short-term debt, short-term indebtedness
Generalversammlung, Hauptversammlung;general meeting
Verkaufsförtderer, Werber;sales promoter
Bewertung, Auswertung;evaluation
Jahresabschluprüfung;annual audit
Faktorenanalyse;factor analysis
Mangel an etwas;short of sth.
Verbraucherforschung;consumer research
Umwandlung einer Schuld;funding
einen Vertrag entwerfen;drawing up a contract
garantierte Löhne;guaranteed wages
Stichprobenumfang;sample size
Vorarbeiter;leading hand
Zahlungen, Zahlungsverkehr;payment transactions, payments
unter Kontrolle halten;keep under control
Händlerwerbung, Branchenwerbung;trade advertising
Teil des Dukumentenbetrags;part of the amount of the documents
Emissionsmarkt;market of issue
Mehrkosten;incremental cost
lohnintensiv;labour-intensive
Medienvergleich;intermedia comparison
Kaptal in die oHG einbringen;to bring capital into the partnership
delegieren;delegate
Geldgeschäft;money transaction
eine Erlaubnis erteilen;grant a permit
in der Landarbeit beschäftigte Bevölkerung;agricultural population
Wettbewerbsfähigkeit;competitive capacity
übersenden, überweisen;remit
Deportgeschäft, Kontango, Prolongationsgebühr;backwardation
Industriebeteiligungen;industrial interests
Ausweispapier;identification paper
alle sonstigen Abgaben;any other duties and taxes
zulässig;allowable
Einzellohnverhandlung;individual bargaining
eine Forderung anmelden, Klage einbringen, einen Anspruch erheben;lodge a claim
Mieter;tenant
Aufstellung, Plan, Ablaufplan;schedule
Anzeigepflicht;duty to give notice
Nebenbeschäftigung;sideline
Bergungskosten;salvage charges, salvage costs
ausschließen, vertreiben;expel
missverstehen;misunderstand
sofern dies möglich ist, wenn möglich;if procurable
Beschwerdeausschuss;grievance committee
laden, beladen, Ladung, Belastung;load
Einfuhrkontrol;import control
Bautätigkeit;building activity
bearbeiten, Prozess;process
Parkuhr;parking meter
Vertrauensstellung;position of trust
dementsprechend benachrichtigen;to advise accordingly
eine Auswahl an Produkten;a range of products
Bankrevisor;bank examiner
Wortlaut eines Wechsels;wording of a bill
Gewichtsverlust;loss of weight
Entlassung, Entlastung, entlassen;discharge
diskontfähig;eligible for discount
irgendwelche Stempel anbringen;to place any rubber stamps
erforderlicher Geldbetrag;requisite money
stückweise;piecemeal
auf hoher Ebene;high-level
Zahlung;payment
Glasflasche;glass bottle
maschinell bearbeitbar;machinable
Hochwasser, Flut;high water
erloschen;extinct
wettbewerbsfähiger Preis;competitive price
Preise haben sich erholt;prices have recovered
Änderung des Wechselkurses;parity change
innerbetrieblich;internal
latent;latent
Lohnabteilung;wages department
voll beschäftigt;fully employed
Stellfläche für Kinderwagen;pram park
Struktur des Verhaltens;pattern of behaviour
in Geld umsetzen, verflüssigen;turn into money
Unterschriftsberechtigung, Vollmacht zu unterschreiben;authority to sign
indirekte Materialkosten;indirect material cost
enger Markt, geringer Umsatz;narrow market
abgabenfrei, nicht zu versteuern;non-accessable
Wechselbestand;bill holdings
Abfall, Verschwendung;wastage
Börsenmakler;stockbroker
jugendlicher Angestellter, jüngerer Angestellter;junior employee
Delikatessenladen;delicatessen shop
Verschleierung;concealment
Mechaniker;machinist
sobald etwas frei wird;as soon as a vacancy occurs
Spesenzulage;allowance for expenses
konjunkturbedingt;depending on market conditions
Couponbogen;coupon sheet
index-gebundene Aktie;index-linked stock
schlechtes Ergebnis;poor result
Minderung der Einkünfte;decline in earnings
es wird hingewiesen auf;attention is invited to
sollte ein Vergleich zustande kommen;should a settlement result
sich wiederholendes Arbeitselement;repetitive element
wieder gut machen;make good for
Besserung;betterment
Obmann des Schiedsgerichts;third arbitrator
Vorzugsbedingungen;preferential terms
Annahme unter Vorbehalt, Akzept unter Vorbehalt, bedingte Annahme;qualified acceptance
Fertigungszeit;processing time
Fabrikant;manufacturer
angelegted Geld, gebundene Mittel;tied-up money
Buchbesprechung;book review
Vereinte Nationen;United Nations
Grundstoffindustrie, Schlüsselindustrie;basic industry
Bewilligung der Eintragung;authority for registration
Priorität;priority
Liefervertrag;supply agreement
Mehrbetrag;surplus amount
numerische Anordnung;numerical classification
Abgabepreis;selling price
Preisrivalität;price competitition
ganz, völlig;full
gekoppelte Nachfrage;joint demand
den Haushalt führen;keep house
baldige Rückantwort;early answer
Selbstkosten;prime costs
Weiterentwicklung;advancement
Akkordvertrauensmann;bonus committee man
Fachgroßhändler;specialist wholesaler
Wahrscheinlichkeit des Überlebens;probability of survival
Ursprungsort;place of origin
Unvermögen;inability
Vertrag zwischen Regierungen;treaty
äußerst gedrückter Markt;demoralized market
berechnen, errechnen;compute
Miteigentümer, Teileigentümer;part owner
gemeinsames Handeln oder Handlung;joint action
ausländisch;foreign
Mindeststücklohn;minimum piece rate
die andere Seite, Rückseite eines Dokuments;reverse side
Verkaufsförderung, Werbung;sales promotion
Importfirma;importing firm
mittelfristig;middle-term
Barscheck;open cheque
Zusammensetzung, Abfassung, Vergleich;composition
Schenkungsurkunde;deed of gift
vorläufige Befragung;preliminary questioning
unterbrochen, eingestellt;discontinued
außerstande ist die Ware zu übernehmen;shall be unable to take the goods
Bewegung;movement
Nichtzahlung;default of payment
einen Plan zerstören;axe a plan
Beamter verantwortlich für das Register, Registrierbeamter, Standesbeamter;registrar
Zinseingänge;interest receipts
Kassenbestand;cash balance
Ware geringer Qualität;cheap goods
eine detaillierte Aufstellung;a detailled record
Eintrittsgebühr;admission fee
Rechnungsabschluss;closing of accounts
Zahlungseinstellung;suspension of payment
versteckter Schaden;hidden damage
Verfügbarkeit;availability
Zahlungseingang;receipt of payment
Hilfe bei der Beschaffung;assistance in obtaining
Devisenterminhandel;future exchange
Anordnung nach Sachgebieten;subject classification
nicht zweckgebunden;uncommitted
Bankdarlehen, Bankkredit;bank loan
Ausstoß je Arbeitsstunde, Stundenleistung;output per man-hour
sich mit Dokumenten befassen;to deal in documents
nicht anwendbar;unapplicable
Luftkorridor;airlift
am Bestimmungsort;at destination
finanzieren, Finanzierung, Finanzwirtschaft;finance
Massenverbraucher;large-scale consumer
Musterstück;sample item
Reisekreditbrief;circular note
Anreiz für Gruppenleistung;group incentive
Hilfszeit;auxiliary time
Währungsbeschränkungen;currency restrictions
Aufdruck;imprint
Betriebsmittelzeit, verfügbare Maschinenzeit;available machine time, available process time
Teilnahme;participation
Versteigerer, Auktionator;auctioneer
Wandregal, Ständer, Gestell;rack
halbfett;semi-bold
monatliche Kündigungsfrist;30 day's notice
Arbeitsbewegung;working motion
Passiva, Verbindlichkeiten, Passivposten der Bilanz;liabilities
Aufsicht, Beaufsichtigung, Überwachung;supervision
Banken sind durch solche Verträge gebunden;banks are bound by such contracts
zugelassen;licensed
dienstliche Angelegenheit, Dienstsache;official business
Handelsattache;commercial attache
diversifizieren;diversify
Betriebsausgaben;operating expenses
muss sofort benachrichtigen;must advise immediately
verbuchen;enter in the books
Warenautomat;automatic vending machine, automatic vendor
Gastronom;caterer
